surface,reading
止め,とめ
いくら,いくら
始まり,はじまり
フリー,ふりー
公式,こうしき
場面,ばめん
英国,えいこく
語っ,ごっ
年生,ねんせい
挙げ,あげ
石,いし
それにしても,それにしても
お客,おきゃく
就職,しゅうしょく
文書,ぶんしょ
付き,つき
派遣,はけん
類,るい
テロ,てろ
名無し,ななし
真,しん
定義,ていぎ
素敵,すてき
超え,こえ
プロセス,ぷろせす
当たり前,あたりまえ
約束,やくそく
選ん,えらん
強,きょう
こんなに,こんなに
コピー,こぴー
出身,しゅっしん
局長,きょくちょう
初め,はじめ
持た,もた
事項,じこう
観点,かんてん
質,しつ
趣味,しゅみ
箱,ばこ
開い,ひらい
ご覧,ごらん
出発,しゅっぱつ
語る,かたる
魚,さかな
会計,かいけい
残り,のこり
いくつか,いくつか
記述,きじゅつ
形成,けいせい
資源,しげん
たぶん,たぶん
願い,ねがい
事例,じれい
金額,きんがく
重,じゅう
きれい,きれい
と共に,とともに
立ち,たち
取り上げ,とりあげ
証券,しょうけん
上がっ,あがっ
成立,せいりつ
ひと,ひと
だし,だし
軍事,ぐんじ
訓練,くんれん
来年,らいねん
食品,しょくひん
証拠,しょうこ
ラジオ,らじお
なさ,なさ
変わる,かわる
描い,えがい
プレゼント,ぷれぜんと
不明,ふめい
アルバム,あるばむ
内閣,ないかく
北海道,ほっかいどう
隣,となり
当,とう
見れ,みれ
裁判所,さいばんしょ
挑戦,ちょうせん
やり方,やりかた
黒,くろ
バンド,ばんど
鳥,とり
ブラジル,ぶらじる
胸,むね
物質,ぶっしつ
実に,じつに
いかが,いかが
手法,しゅほう
保存,ほぞん
相互,そうご
依頼,いらい
差別,さべつ
特集,とくしゅう
設備,せつび
発,はつ
なんか,なんか
お答え,おこたえ
未,ひつじ
国連,こくれん
使える,つかえる
季節,きせつ
答弁,とうべん
使え,つかえ
わずか,わずか
意思,いし
保証,ほしょう
実態,じったい
当初,とうしょ
譴,けん
もともと,もともと
装置,そうち
キロ,きろ
図書館,としょかん
被告,ひこく
所有,しょゆう
防止,ぼうし
日時,にちじ
目指し,めざし
マンション,まんしょん
リー,りー
問い合わせ,といあわせ
肉,にく
アプリケーション,あぷりけーしょん
需要,じゅよう
始まる,はじまる
無視,むし
設立,せつりつ
総理,そうり
つく,つく
できるだけ,できるだけ
ショップ,しょっぷ
大き,おおき
自転車,じてんしゃ
経,きょう
生物,せいぶつ
残し,のこし
勧め,すすめ
メニュー,めにゅー
改めて,あらためて
優勝,ゆうしょう
多様,たよう
特許,とっきょ
すね,すね
補助,ほじょ
働く,はたらく
を通して,をとおして
間違っ,まちがっ
不動産,ふどうさん
野菜,やさい
バカ,ばか
赤,あか
兆,ちょう
ライン,らいん
承知,しょうち
父親,ちちおや
供給,きょうきゅう
秘密,ひみつ
誰か,だれか
独自,どくじ
獲得,かくとく
許可,きょか
急,きゅう
嫌,いや
外交,がいこう
ねー,ねえ
セキュリティ,せきゅりてぃ
論理,ろんり
話す,はなす
西,にし
メイン,めいん
深く,ふかく
とっても,とっても
極めて,きわめて
本質,ほんしつ
多少,たしょう
出来事,できごと
走っ,はしっ
手紙,てがみ
策,さく
スト,すと
去年,きょねん
項,こう
お互い,おたがい
９月,９つき
ゆく,ゆく
つくっ,つくっ
つくる,つくる
つぶやき,つぶやき
汗,あせ
強制,きょうせい
宣言,せんげん
病,やまい
エンジン,えんじん
チャンス,ちゃんす
優先,ゆうせん
遅れ,おくれ
オンライン,おんらいん
変わり,かわり
ソース,そーす
人材,じんざい
職業,しょくぎょう
楽しく,たのしく
ついに,ついに
援助,えんじょ
申請,しんせい
それで,それで
歩,あゆみ
コーナー,こーなー
問,もん
頂い,いただい
喜び,よろこび
ブランド,ぶらんど
高速,こうそく
マーク,まーく
ろう,ろう
変わら,かわら
特殊,とくしゅ
こっち,こっち
次回,じかい
文学,ぶんがく
お知らせ,おしらせ
議会,ぎかい
分け,わけ
介護,かいご
２つ,２つ
唯一,ゆいいつ
削除,さくじょ
田中,たなか
両方,りょうほう
垢,あか
売っ,うっ
本部,ほんぶ
横浜,よこはま
切れ,きれ
消え,きえ
悪,わる
処分,しょぶん
きっかけ,きっかけ
ママ,まま
戦い,たたかい
共有,きょうゆう
変える,かえる
学者,がくしゃ
はい,はい
夫婦,ふうふ
買い物,かいもの
風景,ふうけい
それほど,それほど
中小,ちゅうしょう
でる,でる
レストラン,れすとらん
高齢,こうれい
製,せい
剤,ざい
１月,１つき
受け入れ,うけいれ
夕方,ゆうがた
少女,しょうじょ
勝利,しょうり
スピード,すぴーど
職場,しょくば
スター,すたー
材料,ざいりょう
考慮,こうりょ
主人公,しゅじんこう
かける,かける
開か,ひらか
実感,じっかん
代わり,かわり
現れ,あらわれ
近代,きんだい
借り,かり
だれ,だれ
航空,こうくう
一時,いちじ
分類,ぶんるい
戦後,せんご
行け,いけ
無く,なく
コーヒー,こーひー
減少,げんしょう
哲学,てつがく
コントロール,こんとろーる
ガン,がん
核,かく
かかわら,かかわら
巨大,きょだい
台湾,たいわん
試し,ためし
同士,どうし
佐藤,さとう
修,おさむ
条約,じょうやく
通っ,とおっ
人類,じんるい
捨て,すて
ワイン,わいん
コン,こん
らしく,らしく
燭,しょく
個別,こべつ
展,てん
パターン,ぱたーん
たっ,たっ
ビール,びーる
首,くび
付い,つい
波,なみ
低下,ていか
機器,きき
捜査,そうさ
死亡,しぼう
分の,ぶんの
祭,まつり
聞こえ,きこえ
ボランティア,ぼらんてぃあ
説,せつ
ホーム,ほーむ
某,ぼう
理想,りそう
天気,てんき
当局,とうきょく
書籍,しょせき
挨拶,あいさつ
バイト,ばいと
ガス,がす
受験,じゅけん
オレ,おれ
観察,かんさつ
もう一度,もういちど
要因,よういん
促進,そくしん
それでは,それでは
すら,すら
税金,ぜいきん
もつ,もつ
異常,いじょう
呼ん,よん
無事,ぶじ
合意,ごうい
統計,とうけい
多かっ,おおかっ
キー,きー
服,ふく
不可能,ふかのう
領域,りょういき
働き,はたらき
普及,ふきゅう
会い,あい
周囲,しゅうい
お前,おまえ
見事,みごと
一切,いっさい
素材,そざい
新規,しんき
児童,じどう
自民党,じみんとう
後ろ,うしろ
把握,はあく
前後,ぜんご
又は,または
できれ,できれ
基づい,もとづい
リリース,りりーす
権力,けんりょく
趣旨,しゅし
やや,やや
聴い,きい
生じ,しょうじ
集まっ,あつまっ
女子,じょし
熱,ねつ
扱い,あつかい
終え,おえ
予測,よそく
自衛隊,じえいたい
おいしい,おいしい
オリジナル,おりじなる
常識,じょうしき
びっくり,びっくり
辰,たつ
いよいよ,いよいよ
すっかり,すっかり
目指す,めざす
緊張,きんちょう
沢山,たくさん
職,しょく
博士,はかせ
進む,すすむ
教科書,きょうかしょ
先週,せんしゅう
がち,がち
２月,２つき
朝鮮,ちょうせん
余裕,よゆう
品質,ひんしつ
太陽,たいよう
勤務,きんむ
水準,すいじゅん
テキスト,てきすと
公務員,こうむいん
意図,いと
復活,ふっかつ
用語,ようご
進行,しんこう
近所,きんじょ
呼ぶ,よぶ
とり,とり
程,ほど
無駄,むだ
講師,こうし
桜,さくら
郵便,ゆうびん
パワー,ぱわー
候補,こうほ
しょ,しょ
指示,しじ
留学,りゅうがく
足り,たり
いくつ,いくつ
ミス,みす
返事,へんじ
良,りょう
嫌い,きらい
創造,そうぞう
物価,ぶっか
困っ,こまっ
統一,とういつ
過ごし,すごし
やってき,やってき
たび,たび
辺,へん
テーブル,てーぶる
苦労,くろう
漫画,まんが
押し,おし
広く,ひろく
飛行機,ひこうき
進化,しんか
マガジン,まがじん
手術,しゅじゅつ
リーグ,りーぐ
それとも,それとも
おかしい,おかしい
ツアー,つあー
見解,けんかい
伸び,のび
連合,れんごう
ホント,ほんと
貿易,ぼうえき
発想,はっそう
助け,たすけ
静か,しずか
よれ,よれ
いきなり,いきなり
経過,けいか
専用,せんよう
停止,ていし
覆,ふく
売り,うり
訪れ,おとずれ
クリスマス,くりすます
化学,かがく
院,いん
番目,ばんめ
事前,じぜん
ラン,らん
匹,ひき
災害,さいがい
ピアノ,ぴあの
連携,れんけい
信用,しんよう
つか,つか
おっ,おっ
両親,りょうしん
致し,いたし
驚い,おどろい
高度,こうど
許さ,ゆるさ
切っ,きっ
開け,あけ
症,しょう
宣伝,せんでん
会っ,かいっ
迷惑,めいわく
残る,のこる
優れ,すぐれ
砲,ほう
オーストラリア,おーすとらりあ
主要,しゅよう
ゴール,ごーる
配信,はいしん
確立,かくりつ
統合,とうごう
謎,なぞ
コンサート,こんさーと
起こる,おこる
時半,じはん
何故,なぜ
ノート,のーと
それなり,それなり
ニューヨーク,にゅーよーく
笑っ,わらっ
物理,ぶつり
８月,８つき
恋,こい
ストーリー,すとーりー
笑顔,えがお
ゼロ,ぜろ
訴え,うったえ
自動,じどう
圏,けん
メモ,めも
アドバイス,あどばいす
知的,ちてき
もらえ,もらえ
男女,だんじょ
緊急,きんきゅう
終わる,おわる
動作,どうさ
向かう,むかう
輸出,ゆしゅつ
いこ,いこ
先輩,せんぱい
帰る,かえる
見直し,みなおし
本格,ほんかく
合併,がっぺい
反省,はんせい
像,ぞう
中身,なかみ
製作,せいさく
サン,さん
牛,うし
起こし,おこし
診断,しんだん
問わ,とわ
要望,ようぼう
ストレス,すとれす
工業,こうぎょう
ボタン,ぼたん
アン,あん
広い,ひろい
白い,しろい
ますます,ますます
崩壊,ほうかい
真実,しんじつ
プレー,ぷれー
適当,てきとう
国立,こくりつ
計,けい
石油,せきゆ
自治体,じちたい
大幅,おおはば
せっかく,せっかく
をもって,をもって
天,てん
定め,さだめ
だめ,だめ
ブッシュ,ぶっしゅ
貢献,こうけん
ごろ,ごろ
配慮,はいりょ
サイド,さいど
若干,じゃっかん
スペース,すぺーす
書類,しょるい
主催,しゅさい
きょう,きょう
韓,はん
ミサイル,みさいる
調子,ちょうし
単語,たんご
パリ,ぱり
